concept:name;case:concept:name;time:timestamp;end;type;user;travel_start;travel_end;cost
prepare booking proposal;5223;06.09.17 08:59;06.09.17 10:49;Travel Department;JV9257;22.10.17;01.11.17;
send booking proposal to employee;5223;18.09.17 16:49;18.09.17 16:53;Travel Department;JV9257;22.10.17;01.11.17;
check booking proposal;5223;18.09.17 19:23;18.09.17 19:28;Employee;GA5429;22.10.17;01.11.17;
transform price inquiry to travel request;5223;18.09.17 19:32;18.09.17 19:32;Employee;GA5429;22.10.17;01.11.17;
decide on approval requirements;5223;18.09.17 19:32;18.09.17 19:32;;;22.10.17;01.11.17;
forward request to approver;5223;18.09.17 19:32;18.09.17 19:33;;;22.10.17;01.11.17;
decide on request;5223;19.09.17 13:59;19.09.17 14:01;Manager;TD8091;22.10.17;01.11.17;
check if booking is necessary;5223;03.10.17 09:06;03.10.17 09:08;Travel Department;JV9257;22.10.17;01.11.17;
check if expense documents exist;5223;07.11.17 09:29;07.11.17 10:11;Employee;GA5429;22.10.17;01.11.17;
upload travel expense documents;5223;07.11.17 10:11;07.11.17 10:18;Employee;GA5429;22.10.17;01.11.17;
file travel expense report;5223;07.11.17 10:18;07.11.17 10:26;Employee;GA5429;22.10.17;01.11.17;
confirm travel expense report;5223;07.11.17 10:26;07.11.17 10:28;Employee;GA5429;22.10.17;01.11.17;
decide on travel expense approval;5223;07.11.17 13:01;07.11.17 13:07;Manager;MA6233;22.10.17;01.11.17;
send original documents to archive;5223;13.11.17 07:33;13.11.17 07:43;Employee;GA5429;22.10.17;01.11.17;
calculate payments;5223;23.11.17 07:59;23.11.17 08:50;Accounting;WO40;22.10.17;01.11.17;962,89
pay expenses;5223;04.12.17 10:25;04.12.17 10:34;Accounting;WO40;22.10.17;01.11.17;962,89
file travel request;5226;24.08.17 06:59;24.08.17 07:02;Employee;IH7395;;;3759,28
check if travel request needs preliminary price inquiry;5226;24.08.17 07:02;24.08.17 07:03;;;;;
prepare booking proposal;5226;05.09.17 16:44;05.09.17 17:42;Travel Department;JV9257;;;
send booking proposal to employee;5226;18.09.17 14:52;18.09.17 14:55;Travel Department;JV9257;;;
check booking proposal;5226;18.09.17 19:14;18.09.17 19:23;Employee;IH7395;;;
check if price inquiry is still needed and up to date;5226;28.09.17 06:59;28.09.17 07:09;Employee;IH7395;;;
request update of the booking proposal;5226;28.09.17 07:09;28.09.17 07:09;Employee;IH7395;;;
prepare booking proposal;5226;10.10.17 11:10;10.10.17 13:07;Travel Department;JV9257;;;
send booking proposal to employee;5226;24.10.17 12:02;24.10.17 12:06;Travel Department;JV9257;;;
check booking proposal;5226;24.10.17 15:04;24.10.17 15:06;Employee;IH7395;;;
transform price inquiry to travel request;5226;24.10.17 15:17;24.10.17 15:17;Employee;IH7395;;;
decide on approval requirements;5226;24.10.17 15:17;24.10.17 15:18;;;;;
forward request to approver;5226;24.10.17 15:18;24.10.17 15:18;;;;;
decide on request;5226;25.10.17 13:59;25.10.17 14:05;Manager;HK6824;;;
check if booking is necessary;5226;08.11.17 11:48;08.11.17 10:51;Travel Department;JV9257;;;
prepare booking proposal;5226;22.11.17 11:20;22.11.17 12:57;Travel Department;JV9257;;;
send booking proposal to employee;5226;06.12.17 08:06;06.12.17 08:10;Travel Department;JV9257;;;
check booking proposal;5226;06.12.17 13:59;06.12.17 14:01;Employee;IH7395;;;
book travel;5226;21.12.17 14:35;21.12.17 17:45;Travel Department;JV9257;;;
file travel request;5230;24.08.17 11:59;24.08.17 12:11;Employee;NH6775;21.10.17;22.10.17;132,32
check if travel request needs preliminary price inquiry;5230;24.08.17 12:11;24.08.17 12:13;;;21.10.17;22.10.17;
prepare booking proposal;5230;06.09.17 12:31;06.09.17 14:22;Travel Department;KS9688;21.10.17;22.10.17;
send booking proposal to employee;5230;19.09.17 09:14;19.09.17 09:16;Travel Department;KS9688;21.10.17;22.10.17;
check booking proposal;5230;19.09.17 15:17;19.09.17 15:19;Employee;NH6775;21.10.17;22.10.17;
transform price inquiry to travel request;5230;19.09.17 15:23;19.09.17 15:23;Employee;NH6775;21.10.17;22.10.17;
decide on approval requirements;5230;19.09.17 15:23;19.09.17 15:24;;;21.10.17;22.10.17;
check if booking is necessary;5230;03.10.17 10:39;03.10.17 10:48;Travel Department;KS9688;21.10.17;22.10.17;
check if expense documents exist;5230;25.10.17 16:52;25.10.17 16:57;Employee;NH6775;21.10.17;22.10.17;
upload travel expense documents;5230;25.10.17 16:57;25.10.17 17:04;Employee;NH6775;21.10.17;22.10.17;
file travel expense report;5230;25.10.17 17:04;25.10.17 17:11;Employee;NH6775;21.10.17;22.10.17;
confirm travel expense report;5230;25.10.17 17:11;25.10.17 17:12;Employee;NH6775;21.10.17;22.10.17;
decide on travel expense approval;5230;26.10.17 13:59;26.10.17 14:07;Manager;CV4719;21.10.17;22.10.17;
send original documents to archive;5230;30.10.17 06:59;30.10.17 06:05;Employee;NH6775;21.10.17;22.10.17;
calculate payments;5230;20.11.17 08:59;20.11.17 08:47;Accounting;JH2172;21.10.17;22.10.17;147,71
pay expenses;5230;27.11.17 09:10;27.11.17 09:15;Accounting;JH2172;21.10.17;22.10.17;147,71
file travel request;5233;24.08.17 16:29;24.08.17 16:50;Employee;OV475;17.10.17;17.10.17;84,98
check if travel request needs preliminary price inquiry;5233;24.08.17 16:50;24.08.17 16:52;;;17.10.17;17.10.17;
decide on approval requirements;5233;24.08.17 16:52;24.08.17 16:52;;;17.10.17;17.10.17;
check if booking is necessary;5233;06.09.17 15:48;06.09.17 15:55;Travel Department;KS9688;17.10.17;17.10.17;
upload travel expense documents;5233;30.10.17 06:37;30.10.17 06:47;Employee;OV475;17.10.17;17.10.17;
file travel expense report;5233;30.10.17 06:47;30.10.17 06:52;Employee;OV475;17.10.17;17.10.17;
confirm travel expense report;5233;30.10.17 06:52;30.10.17 06:56;Employee;OV475;17.10.17;17.10.17;
check if expense documents exist;5233;30.10.17 06:59;30.10.17 06:37;Employee;OV475;17.10.17;17.10.17;
decide on travel expense approval;5233;30.10.17 13:09;30.10.17 13:15;Manager;MA6233;17.10.17;17.10.17;
send original documents to archive;5233;13.11.17 05:59;13.11.17 06:36;Employee;OV475;17.10.17;17.10.17;
calculate payments;5233;07.12.17 07:59;07.12.17 08:23;Accounting;GR7476;17.10.17;17.10.17;69,16
pay expenses;5233;12.12.17 08:25;12.12.17 08:32;Accounting;GR7476;17.10.17;17.10.17;69,16
file travel request;5239;25.08.17 06:59;25.08.17 07:14;Employee;VP4411;;;77,34
check if travel request needs preliminary price inquiry;5239;25.08.17 07:14;25.08.17 07:15;;;;;
prepare booking proposal;5239;06.09.17 16:19;06.09.17 17:03;Travel Department;AW2532;;;
send booking proposal to employee;5239;19.09.17 10:47;19.09.17 10:51;Travel Department;AW2532;;;
check booking proposal;5239;19.09.17 13:41;19.09.17 13:52;Employee;VP4411;;;
transform price inquiry to travel request;5239;19.09.17 13:53;19.09.17 13:53;Employee;VP4411;;;
decide on approval requirements;5239;19.09.17 13:53;19.09.17 13:54;;;;;
check if booking is necessary;5239;03.10.17 09:03;03.10.17 09:06;Travel Department;AW2532;;;
prepare booking proposal;5239;16.10.17 09:05;16.10.17 09:30;Travel Department;AW2532;;;
send booking proposal to employee;5239;30.10.17 14:44;30.10.17 13:45;Travel Department;AW2532;;;
check booking proposal;5239;30.10.17 17:48;30.10.17 18:00;Employee;VP4411;;;
book travel;5239;13.11.17 11:05;13.11.17 13:31;Travel Department;AW2532;;;
file travel request;5242;25.08.17 06:59;25.08.17 07:13;Employee;LB3142;07.10.17;11.10.17;482,87
check if travel request needs preliminary price inquiry;5242;25.08.17 07:13;25.08.17 07:15;;;07.10.17;11.10.17;
decide on approval requirements;5242;25.08.17 07:15;25.08.17 07:15;;;07.10.17;11.10.17;
check if booking is necessary;5242;06.09.17 16:12;06.09.17 16:19;Travel Department;WG5857;07.10.17;11.10.17;
check if expense documents exist;5242;16.10.17 06:59;16.10.17 07:23;Employee;LB3142;07.10.17;11.10.17;
upload travel expense documents;5242;16.10.17 07:23;16.10.17 07:29;Employee;LB3142;07.10.17;11.10.17;
file travel expense report;5242;16.10.17 07:29;16.10.17 07:49;Employee;LB3142;07.10.17;11.10.17;
confirm travel expense report;5242;16.10.17 07:49;16.10.17 07:51;Employee;LB3142;07.10.17;11.10.17;
decide on travel expense approval;5242;16.10.17 14:05;16.10.17 14:06;Manager;CV4719;07.10.17;11.10.17;
send request for travel expense correction;5242;16.10.17 14:06;16.10.17 14:07;;;07.10.17;11.10.17;
correct travel expense report;5242;23.10.17 06:59;23.10.17 07:40;Employee;LB3142;07.10.17;11.10.17;
decide on travel expense approval;5242;23.10.17 14:04;23.10.17 14:09;Manager;CV4719;07.10.17;11.10.17;
send request for travel expense correction;5242;23.10.17 14:09;23.10.17 14:10;;;07.10.17;11.10.17;
decide on travel expense approval;5242;30.10.17 13:14;30.10.17 13:17;Manager;CV4719;07.10.17;11.10.17;
send request for travel expense correction;5242;30.10.17 13:17;30.10.17 13:17;;;07.10.17;11.10.17;
correct travel expense report;5242;30.10.17 13:30;30.10.17 13:13;Employee;LB3142;07.10.17;11.10.17;
correct travel expense report;5242;01.11.17 05:59;01.11.17 06:43;Employee;LB3142;07.10.17;11.10.17;
decide on travel expense approval;5242;01.11.17 12:59;01.11.17 13:03;Manager;CV4719;07.10.17;11.10.17;
send original documents to archive;5242;13.11.17 05:59;13.11.17 06:09;Employee;LB3142;07.10.17;11.10.17;
calculate payments;5242;20.11.17 10:01;20.11.17 10:20;Accounting;FQ3758;07.10.17;11.10.17;502,74
pay expenses;5242;13.12.17 08:05;13.12.17 08:17;Accounting;FQ3758;07.10.17;11.10.17;502,74
file travel request;5250;25.08.17 17:57;25.08.17 18:08;Employee;BW1364;;;377,35
check if travel request needs preliminary price inquiry;5250;25.08.17 18:08;25.08.17 18:09;;;;;
prepare booking proposal;5250;08.09.17 09:04;08.09.17 10:06;Travel Department;WG5857;;;
send booking proposal to employee;5250;20.09.17 13:43;20.09.17 13:46;Travel Department;WG5857;;;
check booking proposal;5250;20.09.17 13:57;20.09.17 14:00;Employee;BW1364;;;
transform price inquiry to travel request;5250;20.09.17 14:05;20.09.17 14:05;Employee;BW1364;;;
decide on approval requirements;5250;20.09.17 14:05;20.09.17 14:06;;;;;
check if booking is necessary;5250;04.10.17 09:06;04.10.17 09:10;Travel Department;WG5857;;;
prepare booking proposal;5250;16.10.17 16:40;16.10.17 18:11;Travel Department;WG5857;;;
check booking proposal;5250;31.10.17 09:27;31.10.17 09:33;Employee;BW1364;;;
send booking proposal to employee;5250;31.10.17 09:50;31.10.17 08:51;Travel Department;WG5857;;;
check if travel request is still needed and up to date;5250;06.11.17 05:59;06.11.17 06:42;Employee;BW1364;;;
request update of the booking proposal;5250;06.11.17 06:42;06.11.17 06:42;Employee;BW1364;;;
prepare booking proposal;5250;20.11.17 14:00;20.11.17 15:43;Travel Department;WG5857;;;
send booking proposal to employee;5250;04.12.17 10:08;04.12.17 10:13;Travel Department;WG5857;;;
check booking proposal;5250;04.12.17 13:34;04.12.17 13:37;Employee;BW1364;;;
book travel;5250;19.12.17 15:11;19.12.17 16:30;Travel Department;WG5857;;;
file travel request;5251;25.08.17 19:34;25.08.17 20:00;Employee;CS3033;22.10.17;28.10.17;4133,1
check if travel request needs preliminary price inquiry;5251;25.08.17 20:00;25.08.17 20:00;;;22.10.17;28.10.17;
prepare booking proposal;5251;08.09.17 10:09;08.09.17 11:06;Travel Department;WG5857;22.10.17;28.10.17;
send booking proposal to employee;5251;20.09.17 14:58;20.09.17 15:02;Travel Department;WG5857;22.10.17;28.10.17;
check booking proposal;5251;20.09.17 20:28;20.09.17 20:32;Employee;CS3033;22.10.17;28.10.17;
transform price inquiry to travel request;5251;20.09.17 20:40;20.09.17 20:41;Employee;CS3033;22.10.17;28.10.17;
decide on approval requirements;5251;20.09.17 20:41;20.09.17 20:42;;;22.10.17;28.10.17;
forward request to approver;5251;20.09.17 20:42;20.09.17 20:43;;;22.10.17;28.10.17;
decide on request;5251;21.09.17 13:59;21.09.17 14:00;Manager;CV4719;22.10.17;28.10.17;
check if booking is necessary;5251;04.10.17 11:56;04.10.17 12:05;Travel Department;WG5857;22.10.17;28.10.17;
file travel expense report;5251;30.10.17 06:34;30.10.17 06:46;Employee;CS3033;22.10.17;28.10.17;
confirm travel expense report;5251;30.10.17 06:46;30.10.17 06:48;Employee;CS3033;22.10.17;28.10.17;
check if expense documents exist;5251;30.10.17 06:59;30.10.17 06:34;Employee;CS3033;22.10.17;28.10.17;
decide on travel expense approval;5251;30.10.17 13:07;30.10.17 13:10;Manager;CV4719;22.10.17;28.10.17;
send original documents to archive;5251;16.11.17 16:47;16.11.17 17:07;Employee;CS3033;22.10.17;28.10.17;
calculate payments;5251;14.12.17 08:30;14.12.17 09:27;Accounting;JK6642;22.10.17;28.10.17;4106,37
file travel request;5257;28.08.17 06:59;28.08.17 07:18;Employee;FB4960;20.11.17;22.11.17;247,47
check if travel request needs preliminary price inquiry;5257;28.08.17 07:18;28.08.17 07:18;;;20.11.17;22.11.17;
prepare booking proposal;5257;08.09.17 12:04;08.09.17 14:05;Travel Department;NV2279;20.11.17;22.11.17;
send booking proposal to employee;5257;21.09.17 12:41;21.09.17 12:44;Travel Department;NV2279;20.11.17;22.11.17;
check booking proposal;5257;21.09.17 15:40;21.09.17 15:48;Employee;FB4960;20.11.17;22.11.17;
check if price inquiry is still needed and up to date;5257;26.09.17 06:59;26.09.17 07:07;Employee;FB4960;20.11.17;22.11.17;
request update of the booking proposal;5257;26.09.17 07:07;26.09.17 07:07;Employee;FB4960;20.11.17;22.11.17;
prepare booking proposal;5257;06.10.17 15:31;06.10.17 16:53;Travel Department;NV2279;20.11.17;22.11.17;
send booking proposal to employee;5257;20.10.17 11:52;20.10.17 11:55;Travel Department;NV2279;20.11.17;22.11.17;
check booking proposal;5257;20.10.17 15:37;20.10.17 15:40;Employee;FB4960;20.11.17;22.11.17;
transform price inquiry to travel request;5257;20.10.17 15:44;20.10.17 15:44;Employee;FB4960;20.11.17;22.11.17;
decide on approval requirements;5257;20.10.17 15:44;20.10.17 15:46;;;20.11.17;22.11.17;
check if booking is necessary;5257;03.11.17 15:40;03.11.17 14:44;Travel Department;NV2279;20.11.17;22.11.17;
check if expense documents exist;5257;23.11.17 10:14;23.11.17 10:40;Employee;FB4960;20.11.17;22.11.17;
upload travel expense documents;5257;23.11.17 10:40;23.11.17 10:44;Employee;FB4960;20.11.17;22.11.17;
file travel expense report;5257;23.11.17 10:44;23.11.17 10:54;Employee;FB4960;20.11.17;22.11.17;
confirm travel expense report;5257;23.11.17 10:54;23.11.17 10:58;Employee;FB4960;20.11.17;22.11.17;
decide on travel expense approval;5257;23.11.17 13:00;23.11.17 13:03;Manager;TD8091;20.11.17;22.11.17;
send original documents to archive;5257;07.12.17 18:11;07.12.17 18:32;Employee;FB4960;20.11.17;22.11.17;
calculate payments;5257;08.12.17 07:59;08.12.17 08:41;Accounting;FQ3758;20.11.17;22.11.17;204,16
pay expenses;5257;21.12.17 09:31;21.12.17 09:36;Accounting;FQ3758;20.11.17;22.11.17;204,16
file travel request;5258;28.08.17 06:59;28.08.17 07:12;Employee;DG2973;05.12.17;05.12.17;86,48
check if travel request needs preliminary price inquiry;5258;28.08.17 07:12;28.08.17 07:12;;;05.12.17;05.12.17;
decide on approval requirements;5258;28.08.17 07:12;28.08.17 07:14;;;05.12.17;05.12.17;
check if booking is necessary;5258;08.09.17 11:42;08.09.17 11:45;Travel Department;NV2279;05.12.17;05.12.17;
check if expense documents exist;5258;06.12.17 17:18;06.12.17 17:41;Employee;DG2973;05.12.17;05.12.17;
upload travel expense documents;5258;06.12.17 17:41;06.12.17 17:43;Employee;DG2973;05.12.17;05.12.17;
file travel expense report;5258;06.12.17 17:43;06.12.17 17:56;Employee;DG2973;05.12.17;05.12.17;
confirm travel expense report;5258;06.12.17 17:56;06.12.17 17:58;Employee;DG2973;05.12.17;05.12.17;
decide on travel expense approval;5258;07.12.17 12:59;07.12.17 13:04;Manager;OX4346;05.12.17;05.12.17;
send original documents to archive;5258;14.12.17 17:33;14.12.17 17:40;Employee;DG2973;05.12.17;05.12.17;
file travel request;5259;28.08.17 06:59;28.08.17 07:15;Employee;DR5442;02.11.17;04.11.17;278,75
check if travel request needs preliminary price inquiry;5259;28.08.17 07:15;28.08.17 07:15;;;02.11.17;04.11.17;
decide on approval requirements;5259;28.08.17 07:15;28.08.17 07:16;;;02.11.17;04.11.17;
check if booking is necessary;5259;08.09.17 11:55;08.09.17 12:00;Travel Department;WG5857;02.11.17;04.11.17;
check if expense documents exist;5259;06.11.17 05:59;06.11.17 06:49;Employee;DR5442;02.11.17;04.11.17;
upload travel expense documents;5259;06.11.17 06:49;06.11.17 06:52;Employee;DR5442;02.11.17;04.11.17;
file travel expense report;5259;06.11.17 06:52;06.11.17 07:06;Employee;DR5442;02.11.17;04.11.17;
confirm travel expense report;5259;06.11.17 07:06;06.11.17 07:09;Employee;DR5442;02.11.17;04.11.17;
decide on travel expense approval;5259;06.11.17 13:08;06.11.17 13:11;Manager;LV1269;02.11.17;04.11.17;
send original documents to archive;5259;23.11.17 11:24;23.11.17 12:16;Employee;DR5442;02.11.17;04.11.17;
calculate payments;5259;04.12.17 09:05;04.12.17 10:04;Accounting;WE5108;02.11.17;04.11.17;308,05
pay expenses;5259;20.12.17 08:07;20.12.17 08:12;Accounting;WE5108;02.11.17;04.11.17;308,05
file travel request;5266;28.08.17 06:59;28.08.17 07:18;Employee;OK6997;19.10.17;19.10.17;70,31
check if travel request needs preliminary price inquiry;5266;28.08.17 07:18;28.08.17 07:18;;;19.10.17;19.10.17;
decide on approval requirements;5266;28.08.17 07:18;28.08.17 07:19;;;19.10.17;19.10.17;
check if booking is necessary;5266;08.09.17 12:10;08.09.17 12:13;Travel Department;AW2532;19.10.17;19.10.17;
upload travel expense documents;5266;01.11.17 10:12;01.11.17 10:21;Employee;OK6997;19.10.17;19.10.17;
file travel expense report;5266;01.11.17 10:21;01.11.17 10:27;Employee;OK6997;19.10.17;19.10.17;
confirm travel expense report;5266;01.11.17 10:27;01.11.17 10:30;Employee;OK6997;19.10.17;19.10.17;
check if expense documents exist;5266;01.11.17 10:49;01.11.17 10:12;Employee;OK6997;19.10.17;19.10.17;
decide on travel expense approval;5266;01.11.17 13:04;01.11.17 13:10;Manager;MU7591;19.10.17;19.10.17;
send request for travel expense correction;5266;01.11.17 13:10;01.11.17 13:10;;;19.10.17;19.10.17;
correct travel expense report;5266;09.11.17 19:40;09.11.17 20:08;Employee;OK6997;19.10.17;19.10.17;
decide on travel expense approval;5266;10.11.17 12:59;10.11.17 13:02;Manager;MU7591;19.10.17;19.10.17;
send original documents to archive;5266;13.11.17 05:59;13.11.17 06:22;Employee;OK6997;19.10.17;19.10.17;
calculate payments;5266;04.12.17 11:27;04.12.17 11:59;Accounting;WE5108;19.10.17;19.10.17;81,06
pay expenses;5266;12.12.17 12:21;12.12.17 12:30;Accounting;WE5108;19.10.17;19.10.17;81,06
file travel request;5275;28.08.17 06:59;28.08.17 07:02;Employee;CF9803;;;448,5
check if travel request needs preliminary price inquiry;5275;28.08.17 07:02;28.08.17 07:02;;;;;
decide on approval requirements;5275;28.08.17 07:02;28.08.17 07:03;;;;;
check if booking is necessary;5275;08.09.17 10:58;08.09.17 11:00;Travel Department;AW2532;;;
prepare booking proposal;5275;20.09.17 13:56;20.09.17 15:07;Travel Department;AW2532;;;
send booking proposal to employee;5275;04.10.17 09:10;04.10.17 09:12;Travel Department;AW2532;;;
check booking proposal;5275;04.10.17 10:21;04.10.17 10:23;Employee;CF9803;;;
check if travel request is still needed and up to date;5275;09.10.17 15:05;09.10.17 15:09;Employee;CF9803;;;
request update of the booking proposal;5275;09.10.17 15:09;09.10.17 15:09;Employee;CF9803;;;
prepare booking proposal;5275;23.10.17 14:08;23.10.17 15:11;Travel Department;AW2532;;;
send booking proposal to employee;5275;06.11.17 16:21;06.11.17 15:23;Travel Department;AW2532;;;
check booking proposal;5275;06.11.17 18:02;06.11.17 18:05;Employee;CF9803;;;
check if travel request is still needed and up to date;5275;13.11.17 05:59;13.11.17 06:38;Employee;CF9803;;;
file travel request;5277;28.08.17 06:59;28.08.17 07:21;Employee;OE3503;18.10.17;20.10.17;285,19
check if travel request needs preliminary price inquiry;5277;28.08.17 07:21;28.08.17 07:21;;;18.10.17;20.10.17;
decide on approval requirements;5277;28.08.17 07:21;28.08.17 07:22;;;18.10.17;20.10.17;
check if booking is necessary;5277;08.09.17 13:07;08.09.17 13:14;Travel Department;JV9257;18.10.17;20.10.17;
check if expense documents exist;5277;23.10.17 17:16;23.10.17 17:22;Employee;OE3503;18.10.17;20.10.17;
file travel expense report;5277;23.10.17 17:22;23.10.17 17:30;Employee;OE3503;18.10.17;20.10.17;
confirm travel expense report;5277;23.10.17 17:30;23.10.17 17:32;Employee;OE3503;18.10.17;20.10.17;
decide on travel expense approval;5277;24.10.17 13:59;24.10.17 14:04;Manager;TF7102;18.10.17;20.10.17;
send request for travel expense correction;5277;24.10.17 14:04;24.10.17 14:05;;;18.10.17;20.10.17;
correct travel expense report;5277;30.10.17 06:59;30.10.17 06:08;Employee;OE3503;18.10.17;20.10.17;
decide on travel expense approval;5277;30.10.17 12:59;30.10.17 13:05;Manager;TF7102;18.10.17;20.10.17;
send original documents to archive;5277;02.11.17 05:59;02.11.17 06:23;Employee;OE3503;18.10.17;20.10.17;
calculate payments;5277;29.11.17 08:18;29.11.17 08:47;Accounting;CX8911;18.10.17;20.10.17;257,65
pay expenses;5277;01.12.17 10:24;01.12.17 10:29;Accounting;CX8911;18.10.17;20.10.17;257,65
file travel request;5281;28.08.17 06:59;28.08.17 07:14;Employee;DE6001;27.12.17;28.12.17;101,33
check if travel request needs preliminary price inquiry;5281;28.08.17 07:14;28.08.17 07:16;;;27.12.17;28.12.17;
prepare booking proposal;5281;08.09.17 11:54;08.09.17 13:19;Travel Department;NV2279;27.12.17;28.12.17;
send booking proposal to employee;5281;21.09.17 11:34;21.09.17 11:35;Travel Department;NV2279;27.12.17;28.12.17;
check booking proposal;5281;21.09.17 14:57;21.09.17 14:58;Employee;DE6001;27.12.17;28.12.17;
transform price inquiry to travel request;5281;21.09.17 15:01;21.09.17 15:01;Employee;DE6001;27.12.17;28.12.17;
decide on approval requirements;5281;21.09.17 15:01;21.09.17 15:02;;;27.12.17;28.12.17;
check if booking is necessary;5281;04.10.17 12:37;04.10.17 12:39;Travel Department;NV2279;27.12.17;28.12.17;
prepare booking proposal;5281;17.10.17 12:13;17.10.17 14:15;Travel Department;NV2279;27.12.17;28.12.17;
send booking proposal to employee;5281;31.10.17 13:07;31.10.17 12:10;Travel Department;NV2279;27.12.17;28.12.17;
check booking proposal;5281;31.10.17 14:52;31.10.17 14:55;Employee;DE6001;27.12.17;28.12.17;
book travel;5281;14.11.17 11:13;14.11.17 13:25;Travel Department;NV2279;27.12.17;28.12.17;
file travel request;5292;28.08.17 08:49;28.08.17 09:03;Employee;RR85;;;71,24
check if travel request needs preliminary price inquiry;5292;28.08.17 09:03;28.08.17 09:05;;;;;
prepare booking proposal;5292;08.09.17 13:39;08.09.17 14:40;Travel Department;WG5857;;;
send booking proposal to employee;5292;21.09.17 13:44;21.09.17 13:46;Travel Department;WG5857;;;
check booking proposal;5292;21.09.17 14:07;21.09.17 14:12;Employee;RR85;;;
check if price inquiry is still needed and up to date;5292;22.09.17 11:59;22.09.17 12:10;Employee;RR85;;;
request update of the booking proposal;5292;22.09.17 12:10;22.09.17 12:10;Employee;RR85;;;
prepare booking proposal;5292;05.10.17 10:12;05.10.17 10:43;Travel Department;WG5857;;;
send booking proposal to employee;5292;18.10.17 13:44;18.10.17 13:47;Travel Department;WG5857;;;
check booking proposal;5292;18.10.17 13:51;18.10.17 13:53;Employee;RR85;;;
transform price inquiry to travel request;5292;18.10.17 13:56;18.10.17 13:56;Employee;RR85;;;
decide on approval requirements;5292;18.10.17 13:56;18.10.17 13:57;;;;;
check if booking is necessary;5292;01.11.17 12:48;01.11.17 11:51;Travel Department;WG5857;;;
prepare booking proposal;5292;15.11.17 10:08;15.11.17 11:12;Travel Department;WG5857;;;
send booking proposal to employee;5292;29.11.17 07:59;29.11.17 08:05;Travel Department;WG5857;;;
check booking proposal;5292;29.11.17 12:48;29.11.17 12:56;Employee;RR85;;;
book travel;5292;14.12.17 09:57;14.12.17 12:00;Travel Department;WG5857;;;
file travel request;5313;29.08.17 16:21;29.08.17 16:44;Employee;YB6526;;;369,33
check if travel request needs preliminary price inquiry;5313;29.08.17 16:44;29.08.17 16:44;;;;;
prepare booking proposal;5313;11.09.17 15:54;11.09.17 17:05;Travel Department;WG5857;;;
send booking proposal to employee;5313;25.09.17 11:22;25.09.17 11:26;Travel Department;WG5857;;;
check booking proposal;5313;25.09.17 13:38;25.09.17 13:39;Employee;YB6526;;;
transform price inquiry to travel request;5313;25.09.17 13:50;25.09.17 13:50;Employee;YB6526;;;
decide on approval requirements;5313;25.09.17 13:50;25.09.17 13:51;;;;;
check if booking is necessary;5313;06.10.17 11:21;06.10.17 11:24;Travel Department;WG5857;;;
prepare booking proposal;5313;19.10.17 15:07;19.10.17 16:46;Travel Department;WG5857;;;
send booking proposal to employee;5313;02.11.17 12:50;02.11.17 11:54;Travel Department;WG5857;;;
check booking proposal;5313;02.11.17 17:13;02.11.17 17:15;Employee;YB6526;;;
book travel;5313;17.11.17 08:01;17.11.17 10:51;Travel Department;WG5857;;;
file travel request;5314;29.08.17 17:46;29.08.17 18:07;Employee;YM1190;;;172,73
check if travel request needs preliminary price inquiry;5314;29.08.17 18:07;29.08.17 18:08;;;;;
prepare booking proposal;5314;12.09.17 09:14;12.09.17 09:55;Travel Department;JV9257;;;
send booking proposal to employee;5314;25.09.17 12:43;25.09.17 12:44;Travel Department;JV9257;;;
check booking proposal;5314;25.09.17 14:21;25.09.17 14:30;Employee;YM1190;;;
check if price inquiry is still needed and up to date;5314;02.10.17 06:59;02.10.17 07:05;Employee;YM1190;;;
request update of the booking proposal;5314;02.10.17 07:05;02.10.17 07:06;Employee;YM1190;;;
prepare booking proposal;5314;12.10.17 12:45;12.10.17 13:28;Travel Department;JV9257;;;
send booking proposal to employee;5314;26.10.17 15:57;26.10.17 15:58;Travel Department;JV9257;;;
check booking proposal;5314;26.10.17 21:40;26.10.17 21:42;Employee;YM1190;;;
transform price inquiry to travel request;5314;26.10.17 21:46;26.10.17 21:46;Employee;YM1190;;;
decide on approval requirements;5314;26.10.17 21:46;26.10.17 21:46;;;;;
check if booking is necessary;5314;09.11.17 14:24;09.11.17 13:28;Travel Department;JV9257;;;
prepare booking proposal;5314;23.11.17 13:15;23.11.17 14:33;Travel Department;JV9257;;;
send booking proposal to employee;5314;07.12.17 08:03;07.12.17 08:05;Travel Department;JV9257;;;
check booking proposal;5314;07.12.17 13:37;07.12.17 13:39;Employee;YM1190;;;
check if travel request is still needed and up to date;5314;12.12.17 05:59;12.12.17 06:03;Employee;YM1190;;;
request update of the booking proposal;5314;12.12.17 06:03;12.12.17 06:03;Employee;YM1190;;;
prepare booking proposal;5314;27.12.17 13:11;27.12.17 14:16;Travel Department;JV9257;;;
file travel request;5315;29.08.17 19:20;29.08.17 19:37;Employee;EC1664;20.10.17;22.10.17;447,1
check if travel request needs preliminary price inquiry;5315;29.08.17 19:37;29.08.17 19:38;;;20.10.17;22.10.17;
decide on approval requirements;5315;29.08.17 19:38;29.08.17 19:38;;;20.10.17;22.10.17;
check if booking is necessary;5315;12.09.17 09:55;12.09.17 09:56;Travel Department;NV2279;20.10.17;22.10.17;
upload travel expense documents;5315;30.10.17 06:36;30.10.17 06:45;Employee;EC1664;20.10.17;22.10.17;
