stage;activity;case;start;end;case start;case end;previous;current;waiting_time_day;waiting_time_min;activity_duration_min;total_min;total_days;previous;case_aggregate_min;case_aggregate_days;type;user;till_trip_starts;travel_start;travel_end;travel_duration;since_trip_end;cost;kind_of_non-conformance
planning;file travel request;5408;04.09.17 15:00;04.09.17 15:22;YES;NO;send original documents to archive;file travel request;;;22;22;0,02;;22;0,02;Employee;VB2884;58,36;02.11.17;04.11.17;2;;319,01;truly non-conforming
planning;check if travel request needs preliminary price inquiry;5408;04.09.17 15:22;04.09.17 15:22;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;0;0;0;22;22;0,02;;;58,36;02.11.17;04.11.17;2;;;truly non-conforming
planning;decide on approval requirements;5408;04.09.17 15:22;04.09.17 15:24;NO;NO;check if travel request needs preliminary price inquiry;decide on approval requirements;0;0;2;2;0;22;24;0,02;;;58,36;02.11.17;04.11.17;2;;;truly non-conforming
planning;check if booking is necessary;5408;15.09.17 10:18;15.09.17 10:20;NO;NO;decide on approval requirements;check if booking is necessary;10,79;15534;2;15536;10,79;24;15560;10,81;Travel Department;NV2279;47,57;02.11.17;04.11.17;2;;;truly non-conforming
planning;prepare booking proposal;5408;29.09.17 09:05;29.09.17 09:41;NO;NO;check if booking is necessary;prepare booking proposal;13,95;20085;36;20121;13,97;15560;35681;24,78;Travel Department;NV2279;33,6;02.11.17;04.11.17;2;;;truly non-conforming
planning;send booking proposal to employee;5408;11.10.17 11:23;11.10.17 11:28;NO;NO;prepare booking proposal;send booking proposal to employee;12,07;17382;5;17387;12,07;35681;53068;36,85;Travel Department;NV2279;21,52;02.11.17;04.11.17;2;;;truly non-conforming
planning;check booking proposal;5408;11.10.17 16:30;11.10.17 16:37;NO;NO;send booking proposal to employee;check booking proposal;0,21;302;7;309;0,21;53068;53377;37,07;Employee;VB2884;21,31;02.11.17;04.11.17;2;;;truly non-conforming
planning;book travel;5408;26.10.17 11:52;26.10.17 13:05;NO;NO;check booking proposal;book travel;14,8;21315;73;21388;14,85;53377;74765;51,92;Travel Department;NV2279;6,45;02.11.17;04.11.17;2;;;truly non-conforming
reporting;check if expense documents exist;5408;07.11.17 10:05;07.11.17 10:31;NO;NO;book travel;check if expense documents exist;11,88;17100;26;17126;11,89;74765;91891;63,81;Employee;VB2884;;02.11.17;04.11.17;2;3,42;;truly non-conforming
reporting;upload travel expense documents;5408;07.11.17 10:31;07.11.17 10:47;NO;NO;check if expense documents exist;upload travel expense documents;0;0;16;16;0,01;91891;91907;63,82;Employee;VB2884;;02.11.17;04.11.17;2;3,44;;truly non-conforming
reporting;file travel expense report;5408;07.11.17 10:47;07.11.17 10:54;NO;NO;upload travel expense documents;file travel expense report;0;0;7;7;0;91907;91914;63,83;Employee;VB2884;;02.11.17;04.11.17;2;3,45;;truly non-conforming
reporting;confirm travel expense report;5408;07.11.17 10:54;07.11.17 10:58;NO;NO;file travel expense report;confirm travel expense report;0;0;4;4;0;91914;91918;63,83;Employee;VB2884;;02.11.17;04.11.17;2;3,45;;truly non-conforming
reporting;decide on travel expense approval;5408;07.11.17 13:02;07.11.17 13:05;NO;NO;confirm travel expense report;decide on travel expense approval;0,09;124;3;127;0,09;91918;92045;63,92;Manager;IC4569;;02.11.17;04.11.17;2;3,54;;truly non-conforming
reporting;send original documents to archive;5408;27.11.17 05:59;27.11.17 06:17;NO;NO;decide on travel expense approval;send original documents to archive;19,7;28374;18;28392;19,72;92045;120437;83,64;Employee;VB2884;;02.11.17;04.11.17;2;23,25;;truly non-conforming
reporting;calculate payments;5408;18.12.17 09:04;18.12.17 09:23;NO;YES;send original documents to archive;calculate payments;21,12;30407;19;30426;21,13;120437;150863;104,77;Accounting;FQ3758;;02.11.17;04.11.17;2;44,38;259,19;truly non-conforming
planning;file travel request;5418;05.09.17 06:59;05.09.17 07:05;YES;NO;send original documents to archive;file travel request;;;6;6;0;;6;0;Employee;NH6775;;;;;;423,93;truly non-conforming
planning;check if travel request needs preliminary price inquiry;5418;05.09.17 07:05;05.09.17 07:06;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;1;1;0;6;7;0;;;;;;;;;truly non-conforming
planning;prepare booking proposal;5418;15.09.17 16:34;15.09.17 18:17;NO;NO;check if travel request needs preliminary price inquiry;prepare booking proposal;10,39;14968;103;15071;10,47;7;15078;10,47;Travel Department;NV2279;;;;;;;truly non-conforming
planning;send booking proposal to employee;5418;29.09.17 12:22;29.09.17 12:24;NO;NO;prepare booking proposal;send booking proposal to employee;13,75;19805;2;19807;13,75;15078;34885;24,23;Travel Department;NV2279;;;;;;;truly non-conforming
planning;check booking proposal;5418;29.09.17 13:02;29.09.17 13:04;NO;NO;send booking proposal to employee;check booking proposal;0,03;38;2;40;0,03;34885;34925;24,25;Employee;NH6775;;;;;;;truly non-conforming
planning;transform price inquiry to travel request;5418;29.09.17 13:10;29.09.17 13:10;NO;NO;check booking proposal;transform price inquiry to travel request;0;6;0;6;0;34925;34931;24,26;Employee;NH6775;;;;;;;truly non-conforming
planning;decide on approval requirements;5418;29.09.17 13:10;29.09.17 13:11;NO;NO;transform price inquiry to travel request;decide on approval requirements;0;0;1;1;0;34931;34932;24,26;;;;;;;;;truly non-conforming
planning;check if booking is necessary;5418;11.10.17 13:32;11.10.17 13:33;NO;NO;decide on approval requirements;check if booking is necessary;12,01;17301;1;17302;12,02;34932;52234;36,27;Travel Department;NV2279;;;;;;;truly non-conforming
planning;prepare booking proposal;5418;25.10.17 16:28;25.10.17 17:42;NO;NO;check if booking is necessary;prepare booking proposal;14,12;20335;74;20409;14,17;52234;72643;50,45;Travel Department;NV2279;;;;;;;truly non-conforming
planning;send booking proposal to employee;5418;08.11.17 12:30;08.11.17 11:31;NO;NO;prepare booking proposal;send booking proposal to employee;13,78;19848;-59;19789;13,74;72643;92432;64,19;Travel Department;NV2279;;;;;;;truly non-conforming
planning;check booking proposal;5418;08.11.17 13:47;08.11.17 13:55;NO;NO;send booking proposal to employee;check booking proposal;0,09;136;8;144;0,1;92432;92576;64,29;Employee;NH6775;;;;;;;truly non-conforming
planning;check if travel request is still needed and up to date;5418;10.11.17 05:59;10.11.17 06:25;NO;YES;check booking proposal;check if travel request is still needed and up to date;1,67;2404;26;2430;1,69;92576;95006;65,98;Employee;NH6775;;;;;;;truly non-conforming
planning;file travel request;5422;05.09.17 11:48;05.09.17 12:06;YES;NO;check booking proposal;file travel request;;;18;18;0,01;;18;0,01;Employee;JU365;45,5;21.10.17;26.10.17;5;;459,2;truly non-conforming
planning;check if travel request needs preliminary price inquiry;5422;05.09.17 12:06;05.09.17 12:07;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;1;1;0;18;19;0,01;;;45,5;21.10.17;26.10.17;5;;;truly non-conforming
planning;decide on approval requirements;5422;05.09.17 12:07;05.09.17 12:09;NO;NO;check if travel request needs preliminary price inquiry;decide on approval requirements;0;0;2;2;0;19;21;0,01;;;45,49;21.10.17;26.10.17;5;;;truly non-conforming
planning;check if booking is necessary;5422;18.09.17 09:06;18.09.17 09:09;NO;NO;decide on approval requirements;check if booking is necessary;12,87;18537;3;18540;12,88;21;18561;12,89;Travel Department;JV9257;32,62;21.10.17;26.10.17;5;;;truly non-conforming
reporting;upload travel expense documents;5422;30.10.17 06:26;30.10.17 06:33;NO;NO;check if booking is necessary;upload travel expense documents;41,89;60317;7;60324;41,89;18561;78885;54,78;Employee;JU365;;21.10.17;26.10.17;5;4,27;;truly non-conforming
reporting;file travel expense report;5422;30.10.17 06:33;30.10.17 06:45;NO;NO;upload travel expense documents;file travel expense report;0;0;12;12;0,01;78885;78897;54,79;Employee;JU365;;21.10.17;26.10.17;5;4,27;;truly non-conforming
reporting;confirm travel expense report;5422;30.10.17 06:45;30.10.17 06:49;NO;NO;file travel expense report;confirm travel expense report;0;0;4;4;0;78897;78901;54,79;Employee;JU365;;21.10.17;26.10.17;5;4,28;;truly non-conforming
reporting;check if expense documents exist;5422;30.10.17 06:59;30.10.17 06:26;NO;NO;confirm travel expense report;check if expense documents exist;0,01;10;-33;-23;-0,02;78901;78878;54,78;Employee;JU365;;21.10.17;26.10.17;5;4,29;;truly non-conforming
reporting;decide on travel expense approval;5422;30.10.17 13:07;30.10.17 13:09;NO;NO;check if expense documents exist;decide on travel expense approval;0,28;401;2;403;0,28;78878;79281;55,06;Manager;TF7102;;21.10.17;26.10.17;5;4,55;;truly non-conforming
reporting;send request for travel expense correction;5422;30.10.17 13:09;30.10.17 13:10;NO;NO;decide on travel expense approval;send request for travel expense correction;0;0;1;1;0;79281;79282;55,06;;;;21.10.17;26.10.17;5;4,55;;truly non-conforming
reporting;correct travel expense report;5422;06.11.17 05:59;06.11.17 06:47;NO;NO;send request for travel expense correction;correct travel expense report;6,7;9649;48;9697;6,73;79282;88979;61,79;Employee;JU365;;21.10.17;26.10.17;5;11,25;;truly non-conforming
reporting;decide on travel expense approval;5422;06.11.17 13:04;06.11.17 13:06;NO;NO;correct travel expense report;decide on travel expense approval;0,26;377;2;379;0,26;88979;89358;62,05;Manager;TF7102;;21.10.17;26.10.17;5;11,54;;truly non-conforming
reporting;send original documents to archive;5422;07.11.17 06:36;07.11.17 06:45;NO;NO;decide on travel expense approval;send original documents to archive;0,73;1050;9;1059;0,74;89358;90417;62,79;Employee;JU365;;21.10.17;26.10.17;5;12,28;;truly non-conforming
reporting;calculate payments;5422;28.11.17 08:09;28.11.17 08:41;NO;NO;send original documents to archive;calculate payments;21,06;30324;32;30356;21,08;90417;120773;83,87;Accounting;GU1789;;21.10.17;26.10.17;5;33,34;483,22;truly non-conforming
reporting;pay expenses;5422;04.12.17 11:52;04.12.17 11:59;NO;YES;calculate payments;pay expenses;6,13;8831;7;8838;6,14;120773;129611;90,01;Accounting;GU1789;;21.10.17;26.10.17;5;39,49;483,22;truly non-conforming
planning;file travel request;5423;05.09.17 13:20;05.09.17 13:32;YES;NO;pay expenses;file travel request;;;12;12;0,01;;12;0,01;Employee;JQ2258;;;;;;306,13;truly non-conforming
planning;check if travel request needs preliminary price inquiry;5423;05.09.17 13:32;05.09.17 13:33;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;1;1;0;12;13;0,01;;;;;;;;;truly non-conforming
planning;prepare booking proposal;5423;18.09.17 10:36;18.09.17 12:16;NO;NO;check if travel request needs preliminary price inquiry;prepare booking proposal;12,88;18543;100;18643;12,95;13;18656;12,96;Travel Department;AW2532;;;;;;;truly non-conforming
planning;send booking proposal to employee;5423;02.10.17 08:59;02.10.17 09:01;NO;NO;prepare booking proposal;send booking proposal to employee;13,86;19963;2;19965;13,86;18656;38621;26,82;Travel Department;AW2532;;;;;;;truly non-conforming
planning;check booking proposal;5423;02.10.17 13:03;02.10.17 13:10;NO;NO;send booking proposal to employee;check booking proposal;0,17;242;7;249;0,17;38621;38870;26,99;Employee;JQ2258;;;;;;;truly non-conforming
planning;check if price inquiry is still needed and up to date;5423;09.10.17 06:59;09.10.17 07:04;NO;NO;check booking proposal;check if price inquiry is still needed and up to date;6,74;9709;5;9714;6,75;38870;48584;33,74;Employee;JQ2258;;;;;;;truly non-conforming
planning;request update of the booking proposal;5423;09.10.17 07:04;09.10.17 07:04;NO;NO;check if price inquiry is still needed and up to date;request update of the booking proposal;0;0;0;0;0;48584;48584;33,74;Employee;JQ2258;;;;;;;truly non-conforming
planning;prepare booking proposal;5423;20.10.17 12:54;20.10.17 14:12;NO;NO;request update of the booking proposal;prepare booking proposal;11,24;16190;78;16268;11,3;48584;64852;45,04;Travel Department;AW2532;;;;;;;truly non-conforming
planning;check booking proposal;5423;03.11.17 12:13;03.11.17 12:19;NO;NO;prepare booking proposal;check booking proposal;13,92;20041;6;20047;13,92;64852;84899;58,96;Employee;JQ2258;;;;;;;truly non-conforming
planning;send booking proposal to employee;5423;03.11.17 12:26;03.11.17 11:30;NO;NO;check booking proposal;send booking proposal to employee;0;7;-56;-49;-0,03;84899;84850;58,92;Travel Department;AW2532;;;;;;;truly non-conforming
planning;check if price inquiry is still needed and up to date;5423;08.11.17 15:21;08.11.17 15:26;NO;NO;send booking proposal to employee;check if price inquiry is still needed and up to date;5,16;7431;5;7436;5,16;84850;92286;64,09;Employee;JQ2258;;;;;;;truly non-conforming
planning;request update of the booking proposal;5423;08.11.17 15:26;08.11.17 15:26;NO;NO;check if price inquiry is still needed and up to date;request update of the booking proposal;0;0;0;0;0;92286;92286;64,09;Employee;JQ2258;;;;;;;truly non-conforming
planning;prepare booking proposal;5423;22.11.17 14:51;22.11.17 16:20;NO;NO;request update of the booking proposal;prepare booking proposal;13,98;20125;89;20214;14,04;92286;112500;78,13;Travel Department;AW2532;;;;;;;truly non-conforming
planning;send booking proposal to employee;5423;06.12.17 12:04;06.12.17 12:07;NO;NO;prepare booking proposal;send booking proposal to employee;13,82;19904;3;19907;13,82;112500;132407;91,95;Travel Department;AW2532;;;;;;;truly non-conforming
planning;check booking proposal;5423;06.12.17 18:19;06.12.17 18:26;NO;NO;send booking proposal to employee;check booking proposal;0,26;372;7;379;0,26;132407;132786;92,21;Employee;JQ2258;;;;;;;truly non-conforming
planning;check if price inquiry is still needed and up to date;5423;18.12.17 05:59;18.12.17 06:14;NO;NO;check booking proposal;check if price inquiry is still needed and up to date;11,48;16533;15;16548;11,49;132786;149334;103,7;Employee;JQ2258;;;;;;;truly non-conforming
planning;request update of the booking proposal;5423;18.12.17 06:14;18.12.17 06:14;NO;YES;check if price inquiry is still needed and up to date;request update of the booking proposal;0;0;0;0;0;149334;149334;103,7;Employee;JQ2258;;;;;;;truly non-conforming
planning;file travel request;5426;05.09.17 18:01;05.09.17 18:03;YES;NO;send original documents to archive;file travel request;;;2;2;0;;2;0;Employee;NL9453;;;;;;403,76;truly non-conforming
planning;check if travel request needs preliminary price inquiry;5426;05.09.17 18:03;05.09.17 18:05;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;2;2;0;2;4;0;;;;;;;;;truly non-conforming
planning;prepare booking proposal;5426;18.09.17 14:55;18.09.17 15:27;NO;NO;check if travel request needs preliminary price inquiry;prepare booking proposal;12,87;18530;32;18562;12,89;4;18566;12,89;Travel Department;WG5857;;;;;;;truly non-conforming
planning;send booking proposal to employee;5426;02.10.17 09:24;02.10.17 09:29;NO;NO;prepare booking proposal;send booking proposal to employee;13,75;19797;5;19802;13,75;18566;38368;26,64;Travel Department;WG5857;;;;;;;truly non-conforming
planning;check booking proposal;5426;02.10.17 11:18;02.10.17 11:21;NO;NO;send booking proposal to employee;check booking proposal;0,08;109;3;112;0,08;38368;38480;26,72;Employee;NL9453;;;;;;;truly non-conforming
planning;transform price inquiry to travel request;5426;02.10.17 11:27;02.10.17 11:27;NO;NO;check booking proposal;transform price inquiry to travel request;0;6;0;6;0;38480;38486;26,73;Employee;NL9453;;;;;;;truly non-conforming
planning;decide on approval requirements;5426;02.10.17 11:27;02.10.17 11:29;NO;NO;transform price inquiry to travel request;decide on approval requirements;0;0;2;2;0;38486;38488;26,73;;;;;;;;;truly non-conforming
planning;check if booking is necessary;5426;13.10.17 10:13;13.10.17 10:19;NO;NO;decide on approval requirements;check if booking is necessary;10,95;15764;6;15770;10,95;38488;54258;37,68;Travel Department;WG5857;;;;;;;truly non-conforming
planning;prepare booking proposal;5426;27.10.17 11:17;27.10.17 12:12;NO;NO;check if booking is necessary;prepare booking proposal;14,04;20218;55;20273;14,08;54258;74531;51,76;Travel Department;WG5857;;;;;;;truly non-conforming
planning;check booking proposal;5426;09.11.17 16:32;09.11.17 16:38;NO;NO;prepare booking proposal;check booking proposal;13,18;18980;6;18986;13,18;74531;93517;64,94;Employee;NL9453;;;;;;;truly non-conforming
planning;send booking proposal to employee;5426;09.11.17 16:36;09.11.17 15:36;NO;NO;check booking proposal;send booking proposal to employee;0;-2;-60;-62;-0,04;93517;93455;64,9;Travel Department;WG5857;;;;;;;truly non-conforming
planning;book travel;5426;24.11.17 07:59;24.11.17 10:40;NO;YES;send booking proposal to employee;book travel;14,68;21143;161;21304;14,79;93455;114759;79,69;Travel Department;WG5857;;;;;;;truly non-conforming
planning;file travel request;5428;05.09.17 20:49;05.09.17 20:58;YES;NO;book travel;file travel request;;;9;9;0,01;;9;0,01;Employee;TY110;31,13;07.10.17;08.10.17;1;;169,09;truly non-conforming
planning;check if travel request needs preliminary price inquiry;5428;05.09.17 20:58;05.09.17 20:58;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;0;0;0;9;9;0,01;;;31,13;07.10.17;08.10.17;1;;;truly non-conforming
planning;decide on approval requirements;5428;05.09.17 20:58;05.09.17 21:00;NO;NO;check if travel request needs preliminary price inquiry;decide on approval requirements;0;0;2;2;0;9;11;0,01;;;31,13;07.10.17;08.10.17;1;;;truly non-conforming
planning;check if booking is necessary;5428;18.09.17 15:27;18.09.17 15:29;NO;NO;decide on approval requirements;check if booking is necessary;12,77;18387;2;18389;12,77;11;18400;12,78;Travel Department;NV2279;18,35;07.10.17;08.10.17;1;;;truly non-conforming
reporting;check if expense documents exist;5428;23.10.17 06:59;23.10.17 07:28;NO;NO;check if booking is necessary;check if expense documents exist;34,65;49890;29;49919;34,67;18400;68319;47,44;Employee;TY110;;07.10.17;08.10.17;1;15,29;;truly non-conforming
reporting;upload travel expense documents;5428;23.10.17 07:28;23.10.17 07:45;NO;NO;check if expense documents exist;upload travel expense documents;0;0;17;17;0,01;68319;68336;47,46;Employee;TY110;;07.10.17;08.10.17;1;15,31;;truly non-conforming
reporting;file travel expense report;5428;23.10.17 07:45;23.10.17 07:56;NO;NO;upload travel expense documents;file travel expense report;0;0;11;11;0,01;68336;68347;47,46;Employee;TY110;;07.10.17;08.10.17;1;15,32;;truly non-conforming
reporting;confirm travel expense report;5428;23.10.17 07:56;23.10.17 07:57;NO;NO;file travel expense report;confirm travel expense report;0;0;1;1;0;68347;68348;47,46;Employee;TY110;;07.10.17;08.10.17;1;15,33;;truly non-conforming
reporting;decide on travel expense approval;5428;23.10.17 14:08;23.10.17 14:10;NO;NO;confirm travel expense report;decide on travel expense approval;0,26;371;2;373;0,26;68348;68721;47,72;Manager;DY1868;;07.10.17;08.10.17;1;15,59;;truly non-conforming
reporting;send original documents to archive;5428;30.10.17 06:59;30.10.17 06:55;NO;NO;decide on travel expense approval;send original documents to archive;6,7;9649;-4;9645;6,7;68721;78366;54,42;Employee;TY110;;07.10.17;08.10.17;1;22,29;;truly non-conforming
reporting;calculate payments;5428;10.11.17 09:09;10.11.17 08:41;NO;NO;send original documents to archive;calculate payments;11,09;15974;-28;15946;11,07;78366;94312;65,49;Accounting;JH2172;;07.10.17;08.10.17;1;33,38;152,25;truly non-conforming
reporting;pay expenses;5428;13.11.17 09:24;13.11.17 09:32;NO;YES;calculate payments;pay expenses;3,03;4363;8;4371;3,04;94312;98683;68,53;Accounting;JH2172;;07.10.17;08.10.17;1;36,39;152,25;truly non-conforming
planning;file travel request;5436;06.09.17 08:55;06.09.17 09:17;YES;NO;book travel;file travel request;;;22;22;0,02;;22;0,02;Employee;HA4851;;;;;;433,75;truly non-conforming
planning;check if travel request needs preliminary price inquiry;5436;06.09.17 09:17;06.09.17 09:18;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;1;1;0;22;23;0,02;;;;;;;;;truly non-conforming
planning;prepare booking proposal;5436;18.09.17 16:03;18.09.17 17:53;NO;NO;check if travel request needs preliminary price inquiry;prepare booking proposal;12,28;17685;110;17795;12,36;23;17818;12,37;Travel Department;AW2532;;;;;;;truly non-conforming
planning;send booking proposal to employee;5436;02.10.17 11:24;02.10.17 11:25;NO;NO;prepare booking proposal;send booking proposal to employee;13,73;19771;1;19772;13,73;17818;37590;26,1;Travel Department;AW2532;;;;;;;truly non-conforming
planning;check booking proposal;5436;02.10.17 12:35;02.10.17 12:37;NO;NO;send booking proposal to employee;check booking proposal;0,05;70;2;72;0,05;37590;37662;26,15;Employee;HA4851;;;;;;;truly non-conforming
planning;check if price inquiry is still needed and up to date;5436;09.10.17 06:59;09.10.17 07:02;NO;NO;check booking proposal;check if price inquiry is still needed and up to date;6,77;9742;3;9745;6,77;37662;47407;32,92;Employee;HA4851;;;;;;;truly non-conforming
planning;request update of the booking proposal;5436;09.10.17 07:02;09.10.17 07:02;NO;NO;check if price inquiry is still needed and up to date;request update of the booking proposal;0;0;0;0;0;47407;47407;32,92;Employee;HA4851;;;;;;;truly non-conforming
planning;prepare booking proposal;5436;20.10.17 12:34;20.10.17 13:08;NO;NO;request update of the booking proposal;prepare booking proposal;11,23;16172;34;16206;11,25;47407;63613;44,18;Travel Department;AW2532;;;;;;;truly non-conforming
planning;send booking proposal to employee;5436;03.11.17 10:42;03.11.17 09:43;NO;NO;prepare booking proposal;send booking proposal to employee;13,9;20014;-59;19955;13,86;63613;83568;58,03;Travel Department;AW2532;;;;;;;truly non-conforming
planning;check booking proposal;5436;03.11.17 13:26;03.11.17 13:40;NO;NO;send booking proposal to employee;check booking proposal;0,15;223;14;237;0,16;83568;83805;58,2;Employee;HA4851;;;;;;;truly non-conforming
planning;check if price inquiry is still needed and up to date;5436;07.11.17 05:59;07.11.17 06:07;NO;NO;check booking proposal;check if price inquiry is still needed and up to date;3,68;5299;8;5307;3,69;83805;89112;61,88;Employee;HA4851;;;;;;;truly non-conforming
planning;request update of the booking proposal;5436;07.11.17 06:07;07.11.17 06:07;NO;NO;check if price inquiry is still needed and up to date;request update of the booking proposal;0;0;0;0;0;89112;89112;61,88;Employee;HA4851;;;;;;;truly non-conforming
planning;prepare booking proposal;5436;21.11.17 13:26;21.11.17 15:02;NO;NO;request update of the booking proposal;prepare booking proposal;14,3;20599;96;20695;14,37;89112;109807;76,25;Travel Department;AW2532;;;;;;;truly non-conforming
planning;send booking proposal to employee;5436;05.12.17 07:59;05.12.17 08:03;NO;NO;prepare booking proposal;send booking proposal to employee;13,71;19737;4;19741;13,71;109807;129548;89,96;Travel Department;AW2532;;;;;;;truly non-conforming
planning;check booking proposal;5436;05.12.17 11:53;05.12.17 11:58;NO;NO;send booking proposal to employee;check booking proposal;0,16;230;5;235;0,16;129548;129783;90,13;Employee;HA4851;;;;;;;truly non-conforming
planning;transform price inquiry to travel request;5436;05.12.17 11:59;05.12.17 11:59;NO;NO;check booking proposal;transform price inquiry to travel request;0;1;0;1;0;129783;129784;90,13;Employee;HA4851;;;;;;;truly non-conforming
planning;decide on approval requirements;5436;05.12.17 11:59;05.12.17 12:00;NO;NO;transform price inquiry to travel request;decide on approval requirements;0;0;1;1;0;129784;129785;90,13;;;;;;;;;truly non-conforming
planning;check if booking is necessary;5436;20.12.17 14:26;20.12.17 14:27;NO;YES;decide on approval requirements;check if booking is necessary;15,1;21746;1;21747;15,1;129785;151532;105,23;Travel Department;AW2532;;;;;;;truly non-conforming
planning;file travel request;5438;06.09.17 11:44;06.09.17 12:01;YES;NO;check if booking is necessary;file travel request;;;17;17;0,01;;17;0,01;Employee;TD8091;61,5;07.11.17;10.11.17;3;;244,87;truly non-conforming
planning;check if travel request needs preliminary price inquiry;5438;06.09.17 12:01;06.09.17 12:02;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;1;1;0;17;18;0,01;;;61,5;07.11.17;10.11.17;3;;;truly non-conforming
planning;prepare booking proposal;5438;19.09.17 08:59;19.09.17 09:39;NO;NO;check if travel request needs preliminary price inquiry;prepare booking proposal;12,87;18537;40;18577;12,9;18;18595;12,91;Travel Department;JV9257;48,6;07.11.17;10.11.17;3;;;truly non-conforming
planning;send booking proposal to employee;5438;02.10.17 12:58;02.10.17 13:06;NO;NO;prepare booking proposal;send booking proposal to employee;13,14;18919;8;18927;13,14;18595;37522;26,06;Travel Department;JV9257;35,45;07.11.17;10.11.17;3;;;truly non-conforming
planning;check booking proposal;5438;02.10.17 13:26;02.10.17 13:28;NO;NO;send booking proposal to employee;check booking proposal;0,01;20;2;22;0,02;37522;37544;26,07;Employee;TD8091;35,44;07.11.17;10.11.17;3;;;truly non-conforming
planning;transform price inquiry to travel request;5438;02.10.17 13:33;02.10.17 13:33;NO;NO;check booking proposal;transform price inquiry to travel request;0;5;0;5;0;37544;37549;26,08;Employee;TD8091;35,44;07.11.17;10.11.17;3;;;truly non-conforming
planning;decide on approval requirements;5438;02.10.17 13:33;02.10.17 13:35;NO;NO;transform price inquiry to travel request;decide on approval requirements;0;0;2;2;0;37549;37551;26,08;;;35,43;07.11.17;10.11.17;3;;;truly non-conforming
planning;check if booking is necessary;5438;13.10.17 12:02;13.10.17 12:06;NO;NO;decide on approval requirements;check if booking is necessary;10,94;15747;4;15751;10,94;37551;53302;37,02;Travel Department;JV9257;24,5;07.11.17;10.11.17;3;;;truly non-conforming
reporting;check if expense documents exist;5438;14.11.17 17:20;14.11.17 17:44;NO;NO;check if booking is necessary;check if expense documents exist;32,22;46394;24;46418;32,23;53302;99720;69,25;Employee;TD8091;;07.11.17;10.11.17;3;4,72;;truly non-conforming
reporting;upload travel expense documents;5438;14.11.17 17:44;14.11.17 17:49;NO;NO;check if expense documents exist;upload travel expense documents;0;0;5;5;0;99720;99725;69,25;Employee;TD8091;;07.11.17;10.11.17;3;4,74;;truly non-conforming
reporting;file travel expense report;5438;14.11.17 17:49;14.11.17 18:02;NO;NO;upload travel expense documents;file travel expense report;0;0;13;13;0,01;99725;99738;69,26;Employee;TD8091;;07.11.17;10.11.17;3;4,74;;truly non-conforming
reporting;confirm travel expense report;5438;14.11.17 18:02;14.11.17 18:04;NO;NO;file travel expense report;confirm travel expense report;0;0;2;2;0;99738;99740;69,26;Employee;TD8091;;07.11.17;10.11.17;3;4,75;;truly non-conforming
reporting;decide on travel expense approval;5438;15.11.17 12:59;15.11.17 13:01;NO;NO;confirm travel expense report;decide on travel expense approval;0,79;1135;2;1137;0,79;99740;100877;70,05;Manager;CN787;;07.11.17;10.11.17;3;5,54;;truly non-conforming
reporting;send original documents to archive;5438;04.12.17 05:59;04.12.17 06:21;NO;NO;decide on travel expense approval;send original documents to archive;18,71;26938;22;26960;18,72;100877;127837;88,78;Employee;TD8091;;07.11.17;10.11.17;3;24,25;;truly non-conforming
reporting;calculate payments;5438;04.12.17 08:59;04.12.17 09:59;NO;NO;send original documents to archive;calculate payments;0,11;158;60;218;0,15;127837;128055;88,93;Accounting;FI12;;07.11.17;10.11.17;3;24,37;262,96;truly non-conforming
reporting;pay expenses;5438;13.12.17 08:10;13.12.17 08:19;NO;YES;calculate payments;pay expenses;8,92;12851;9;12860;8,93;128055;140915;97,86;Accounting;FI12;;07.11.17;10.11.17;3;33,34;262,96;truly non-conforming
planning;file travel request;5439;06.09.17 13:20;06.09.17 13:38;YES;NO;pay expenses;file travel request;;;18;18;0,01;;18;0,01;Employee;YG867;;;;;;59,81;truly non-conforming
planning;check if travel request needs preliminary price inquiry;5439;06.09.17 13:38;06.09.17 13:39;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;1;1;0;18;19;0,01;;;;;;;;;truly non-conforming
planning;prepare booking proposal;5439;19.09.17 09:07;19.09.17 09:46;NO;NO;check if travel request needs preliminary price inquiry;prepare booking proposal;12,81;18448;39;18487;12,84;19;18506;12,85;Travel Department;WG5857;;;;;;;truly non-conforming
planning;send booking proposal to employee;5439;02.10.17 13:07;02.10.17 13:11;NO;NO;prepare booking proposal;send booking proposal to employee;13,14;18921;4;18925;13,14;18506;37431;25,99;Travel Department;WG5857;;;;;;;truly non-conforming
planning;check booking proposal;5439;02.10.17 16:04;02.10.17 16:08;NO;NO;send booking proposal to employee;check booking proposal;0,12;173;4;177;0,12;37431;37608;26,12;Employee;YG867;;;;;;;truly non-conforming
